new_id,id,product_name,original_segment,original_family,original_class,original_brick,predicted_segment,predicted_family,predicted_class,predicted_brick,segment_match,family_match,class_match,brick_match,all_levels_match
89,271,"VANILLA WHOLE MILK YOGURT, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,,True,True,False,False,False
90,272,"BROWN SUGAR AND MAPLE WITH FLAX & CHIA GLUTEN FREE OATMEAL, BROWN SUGAR AND MAPLE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat,Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat,True,True,True,True,True
91,278,"CHOCOLATE CHIP COOKIE DOUGH CHUNKS OF REAL CHOCOLATE CHIP COOKIE DOUGH AND RICH FUDGE CHUNKS IN FLAVORED VANILLA ICE CREAM, CHOCOLATE CHIP COOKIE DOUGH",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
92,279,"STRAWBERRIES & CREAM OLD FASHIONED ICE CREAM, STRAWBERRIES & CREAM",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen),True,False,False,False,False
93,280,"VANILLA FLAVORED OLD FASHIONED FROZEN CUSTARD, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen),True,False,False,False,False
94,281,"TACO SEASONING MIX, TACO",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed,True,True,True,True,True
95,282,GREEN CHILE SAUCE,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable),Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed,True,False,False,False,False
96,285,SWEET MULTIGRAIN ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
97,287,RAW ALMONDS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable),True,False,False,False,False
98,289,GUMMY BRITEWORMS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,True,True,True,True
99,290,GUMMY BEARS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,True,True,True,True
100,291,GUMMY WATERMELON RINGS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,True,True,True,True
101,11801,"QUESO FRESCO PART SKIM MILK CHEESE, QUESO FRESCO",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese - Hard (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,True,False,False,False
102,11806,"EXTRA BUTTER MICROWAVE PREMIUM POPCORN, EXTRA BUTTER",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
103,11807,"HOMESTYLE MICROWAVE PREMIUM POPCORN, HOMESTYLE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
104,11808,"MOVIE THEATER BUTTER MICROWAVE PREMIUM POPCORN, MOVIE THEATER BUTTER",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
105,11815,"DARK CHOCOLATE COVERED PEANUTS, DARK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,True,True,False,False
106,11816,"GEMS, MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,True,True,True,True
107,11817,"DARK CHOCOLATES WITH CRISPY QUINOA, DARK CHOCOLATES",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
108,11818,"STRAWBERRY ALMOND MILK GREEK STYLE YOGURT, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,,True,True,False,False,False
109,11819,"CLASSIC CHEESE RAVIOLI, CLASSIC CHEESE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen),True,False,False,False,False
110,11820,"CRISPY MARSHMALLOW GOODIES, ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,False,False,False,False
111,11821,"PEPPERMINT BARK ICE CREAM, PEPPERMINT BARK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
112,11823,"SOUR CREAM 'N ONION THIN & CRISPY POTATO CHIPS, SOUR CREAM 'N ONION",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
113,11825,"CARAMEL APPLE SNACK BITES WITH PEANUTS, CARAMEL BITS, COOKIES & APPLE CHIPS, CARAMEL APPLE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,False,False,False,False
114,11826,"CANDY APPLE FUDGE COATED PRETZELS, CANDY APPLE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
115,11827,"PUMPKIN SPICE WITH COOKIE PIECES, OATS & PUMPKIN SEED KERNELS SNACK BITES, PUMPKIN SPICE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars,True,False,False,False,False
116,11832,"THE ORIGINAL CIRCUS ANIMAL COOKIES, THE ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,False,False,False,False
117,11833,"MILK CHOCOLATE PRETZEL CRUNCHERS PRETZELS WITH CARAMEL, MILK CHOCOLATE AND PEANUTS, MILK CHOCOLATE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
118,11834,"MAINE LOBSTER & CHEESE RAVIOLI, MAINE LOBSTER & CHEESE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen),True,False,False,False,False
119,11835,"CARAMELS FLAVORED MILK MAID CANDY, CARAMELS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,True,True,True,True
120,11836,"PRETZELS WITH WHITE CHOCOLATE, CARAMEL AND CINNAMON CRUNCHERS, CHOCOLATE, CARAMEL AND CINNAMON",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
121,11837,GLUTEN FREE PRETZEL TWISTS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable),True,False,False,False,False
122,11838,"TOMATO JUICE FROM CONCENTRATE, TOMATO",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,True,True,True,True,True
123,11840,"CRUNCHY CORN CHEESE CURLS, CHEESE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,False,False,False,False
124,11842,"PARMESAN POWER-FULL SNACK CHEESE, PARMESAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese - Hard (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,True,False,False,False
125,11844,"THIN & CRISPY LIGHTLY SEASONED CANTINA STYLE TORTILLA CHIPS, CANTINA STYLE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
126,11845,"CHILI GARLIC LIGHTLY SEASONED TORTILLA CHIPS, CHILI GARLIC",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable),True,False,False,False,False
127,11846,"GLUTEN FREE PASTA, FUSILLI NO. 48",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable),Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable),True,True,True,True,True
128,11848,"VIDALIA ONION & PEACH RELISH, VIDALIA ONION & PEACH",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable),True,False,False,False,False
129,11849,FARMER CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese - Hard (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,True,False,False,False
130,11850,"ALMOND CHOCOLATE CHIP PROTEIN BAR, ALMOND CHOCOLATE CHIP",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
131,11851,"COCONUT MACAROONS, COCONUT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable),Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,True,False,False,False,False
132,11855,"REAL FOOD BAR, CHOCOLATE PEANUT BUTTER",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,False,False,False,False
133,11856,"PUMPKIN SEED DARK BARK 80% DARK CHOCOLATE SNACKING THINS, PUMPKIN SEED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,True,True,False,False
134,11861,"RICOTTA PART-SKIM CHEESE, RICOTTA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese - Hard (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,True,False,False,False
135,11865,"SOURDOUGH FLAVORED PRETZEL NUGGETS, SOURDOUGH",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable),True,False,False,False,False
136,11867,"APPLE STREUSEL GRANOLA WITH CINNAMON & SPICE, CINNAMON & SPICE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat,Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars,True,True,True,False,False
137,11871,"PEPPER JACK MONTEREY JACK CHEESE CRACKER CUTS WITH JALAPENO PEPPERS, PEPPER JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese - Hard (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,,True,True,False,False,False
138,11883,"BLUEBERRY FLAVOR YOGURT PROTEIN SHAKE SMOOTHIE, BLUEBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,,True,True,False,False,False
139,11884,"STRAWBERRY BANANA FLAVOR SMOOTHIE YOGURT PROTEIN SHAKE, STRAWBERRY BANANA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,,True,True,False,False,False
140,11888,"BLUEBERRY YOGURT, TOASTED ALMOND BITS, ROLLED OATS & CHIA SEEDS, BLUEBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurt (Perishable),True,True,True,True,True
141,11891,"BANANA & CINNAMON EMPOWER WHOLE PLANT SMOOTHIE WITH BLACK SOYBEAN, QUINOA & FLAXSEED, BANANA & CINNAMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Soup - Ready to Eat (Shelf Stable),True,False,False,False,False
142,11898,DICED JALAPENOS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable),True,True,True,True,True
143,11907,"GOLDEN SESAME OLD FASHIONED HAMBURGER BUNS, GOLDEN SESAME",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
144,11909,CHOCOLATE CANDIES,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate,True,True,True,False,False
145,11914,"WHITE GRAPE PEACH FLAVORED JUICE COCKTAIL BLEND FROM CONCENTRATE, WHITE GRAPE PEACH",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,True,True,True,True,True
146,11915,"ORIGINAL TARTAR SAUCE, ORIGINAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable),Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable),True,True,True,True,True
147,11916,"100% ORANGE JUICE FROM CONCENTRATE, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink,True,True,True,True,True
148,11917,"SPROUTED 7 WHOLE GRAINS REDUCED SODIUM BREAD, 7 WHOLE GRAINS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
149,11918,"SPROUTED 7 WHOLE GRAINS BREAD, 7 WHOLE GRAINS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
150,11919,"SPROUTED WHOLE GRAINS DINNER ROLLS, SPROUTED WHOLE GRAINS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
151,11920,"SPROUTED 7 WHOLE GRAINS RYE BREAD, 7 WHOLE GRAINS RYE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
152,11922,"SEVEN-GRAIN BAGUETTE SPROUTED BREAD, SEVEN-GRAIN BAGUETTE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable),True,True,True,True,True
