new_id,id,product_name,predicted_segment,predicted_family,predicted_class,predicted_brick
150,11919,"SPROUTED WHOLE GRAINS DINNER ROLLS, SPROUTED WHOLE GRAINS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
151,11920,"SPROUTED 7 WHOLE GRAINS RYE BREAD, 7 WHOLE GRAINS RYE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
152,11922,"SEVEN-GRAIN BAGUETTE SPROUTED BREAD, SEVEN-GRAIN BAGUETTE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
153,11927,"ORIGINAL MIXED-UP SALT MARINADE & SEASONING, ORIGINAL",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
154,11928,"BARBECUE RUB, BARBECUE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
155,11930,"SWEET AND HOT BEEF JERKY, SWEET AND HOT",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Sausages - Prepared/Processed
156,11931,"PUMPKIN PIE BARS, PUMPKIN PIE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
157,11932,"HONEY HICKORY FLAVORED RUB, HONEY HICKORY",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
158,11933,"LEMON COOKIE COLLAGEN PROTEIN BAR, LEMON COOKIE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
159,11934,"SALTED SUNFLOWER KERNELS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
160,11935,"SALTED HALVES & PIECES CASHEWS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
161,11936,"SALTED PISTACHIOS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
162,11937,"SALTED & BLANCHED PEANUTS, SALTED & BLANCHED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
163,11940,"ALMOND NUT CLUSTERS SNACK BITES, ALMOND NUT CLUSTERS",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
164,11942,"DARK CHOCOLATE BLUEBERRY ALMOND SNACK BITES, DARK CHOCOLATE BLUEBERRY ALMOND",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
165,11943,"CRAN-BLUEBERRY ALMOND RICE STICKS SNACK BITES, CRAN-BLUEBERRY ALMOND RICE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
166,11944,"MANGO STRAWBERRY ALMOND RICE STICKS SNACK BITES, MANGO STRAWBERRY ALMOND RICE STICKS",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
167,11945,"ALMOND RICE STICKS WITH SEAWEED SNACK BITES, ALMOND RICE STICKS WITH SEAWEED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
168,11946,"DARK CHOCOLATE STRAWBERRY ALMOND SNACK BITES, DARK CHOCOLATE STRAWBERRY ALMOND",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
169,11948,"COFFEE CAKE VEGAN POUND CAKE, COFFEE CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
170,11952,"CINNAMON APPLE WALNUT SUPER GRAINS GRANOLA CLUSTERS, SWEET APPLES, CHOPPED WALNUTS AND CINNAMON, CINNAMON APPLE WALNUT",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
171,11957,PEANUT BRITTLE CRUNCH,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
172,11958,WHOLE ALMONDS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
173,11960,"GOURMET POPPING CORN, BUTTER",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
174,11961,"GOURMET POPCORN, BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
175,11962,"ORVILLE REDENBACHER'S, SMART POP!, GOURMET POPPING CORN, BUTTER, BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
176,11965,"FUDGE BARS, FUDGE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
177,11966,"ORIGINAL GOURMET POPPING CORN, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
178,11972,ROASTED SUSHI SEAWEED,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
179,11973,"VANILLA & ALMONDS WHOLE GRAIN OAT CLUSTERS WITH SLICED ALMONDS & HONEY GRANOLA, VANILLA & ALMONDS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
180,11974,"ORIGINAL POTATO SALAD, ORIGINAL POTATO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
181,11977,"WHOLE WHEAT ORGANIC PASTA, RIGATONI",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
182,11981,"GARDEN SALSA, GARDEN",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
183,11983,"BERRIES 'N CHERRIES FRUIT SNACKS, BERRIES 'N CHERRIES",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
184,11986,"ICE CREAM SANDWICHES, PEPPERMINT",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
185,11988,"PEANUT BUTTER DARK CHOCOLATE CHIP ORGANIC PLANT PROTEIN CHEWY BARS, PEANUT BUTTER DARK CHOCOLATE CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
186,11996,"CHOCOLATE ICE CREAM, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
187,11997,"LIME FAT FREE SHERBET, LIME",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
188,11999,"RAZ'N BERRY RASPBERRY SORBET, CRUSHED WILDBERRY SWIRL, CHOCOLATY BITS, RAZ'N BERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
189,12002,"MULTIGRAIN PUFFINS CEREAL, MULTIGRAIN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
190,12004,"TOASTED COCONUT FLAVORED ALMONDS, TOASTED COCONUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
191,12013,"LOUISIANA'S PURE HOT SAUCE, HOT",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
192,12018,"GRAINS WITH CHIA BREAD, GRAINS WITH CHIA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
193,12019,"SEA SALT DRY ROASTED PREMIUM BLACK EDAMAME, SEA SALT",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
194,12020,"SEA SALT DRY ROASTED EDAMAME, SEA SALT",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
195,12033,MESQUITE RUB,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Herbs/Spices - Dried
196,12043,"SEASONAL APPLE CINNAMON SPONGE CAKES WITH JELLY FILLING, SEASONAL APPLE CINNAMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
197,12044,"PORTOBELLO MUSHROOM RAVIOLI, PORTOBELLO MUSHROOM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
198,12045,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
199,12049,"RICH FROSTED DONUTS, RICH FROSTED",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
200,12050,"STRAWBERRY BAKED SQUARES WITH FRUIT FILLING SOFT BAKED BARS, STRAWBERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
201,12051,"COOKIES & CREAM GRANOLA BARS, COOKIES & CREAM",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
202,12052,"MAPLE PECAN RAISIN SUPER GRAINS MULTIGRAIN OATMEAL + PLUMP RAISINS, CHOPPED PECANS, CRANBERRIES, MAPLE FLAVOR, QUINOA AND FLAXSEED, MAPLE PECAN RAISIN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
203,12054,"ORIGINAL BBQ SAUCE, ORIGINAL",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
204,12056,"EVERYTHING REAL JEWISH RYE BREAD, EVERYTHING",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
205,12057,"CARAMEL COCONUT FUDGE COOKIES, CARAMEL COCONUT FUDGE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
206,12061,"JALAPENO CREAM CHEESE SPREAD, JALAPENO",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
207,12062,"CINNAMON OATMEAL SQUARES CRUNCHY OAT CEREAL, CINNAMON",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
208,12066,SALT,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
209,12067,"STRAWBERRY FRUIT ON THE BOTTOM GREEK STRAINED NONFAT YOGURT, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
210,12068,"FISHERMAN'S WHARF STYLE EXTRA SOURDOUGH BREAD, FISHERMAN'S WHARF STYLE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
211,12077,"SWEET AND SOUR MYSTERY MIX, MYSTERIOUS, GREEN APPLE, SOUR LEMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
212,12078,"CHOCOLATE TRUFFLES, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
213,12079,"GREEN APPLE, LEMON & STRAWBERRY CANDY CANES, GREEN APPLE, LEMON & STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
214,12084,"100% GRAPEFRUIT COLD PRESSED JUICE, GRAPEFRUIT",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
215,12086,"MEXICAN BLEND ORGANIC MONTEREY JACK CHEESE, ORGANIC SHARP CHEDDAR CHEESE, ORGANIC QUESO BLANCO CHEESE & ORGANIC ASADERO CHEESE, MEXICAN BLEND",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
216,12088,"SHARP CHEDDAR CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
217,12089,"CRUNCHY CINNAMON SQUARES, CRUNCHY CINNAMON",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
218,12091,"ITALIAN BLEND ORGANIC UNSMOKED PROVOLONE CHEESE, ORGANIC PARMESAN CHEESE & ORGANIC ASIAGO FRESH CHEESE, ITALIAN BLEND",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
219,12092,"CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
220,12094,"ORGANIC WHITE CHEDDAR CORN FLOUR PUFFED SCUBA SNACKS, WHITE CHEDDAR",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
221,12095,"ORGANIC RIP'S POWER-UP BOWL DOUBLE BERRY HOT CEREAL, BERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
222,12096,PINK SNOWBALLS SNACK CAKES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
223,12097,"VANILLA LOWFAT YOGURT, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
224,12099,"CHOCOLATE LOWFAT MILK, CHOCOLATE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
225,12101,"100% ORANGE JUICE, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
226,12103,"SHARP CHEDDAR CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
227,12105,"OATS & FLAX GINGER SNAP INSTANT OATMEAL, OATS & FLAX GINGER SNAP",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
228,12107,MICROWAVE POPCORN,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
229,12108,"OLD-FASHIONED ROLLED OATS, OLD-FASHIONED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
230,12110,"APPLE CINNAMON ANIMAL COOKIES, APPLE CINNAMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
231,12111,"CRUMB CAKES, RASPBERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
232,12113,"SALTED CARAMEL ICE CREAM BARS, SALTED CARAMEL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
233,12117,"MILK CHOCOLATE, DARK CHOCOLATE, CARAMEL & MILK CHOCOLATE SILKY SMOOTH PROMISES GIFTS, MILK CHOCOLATE, DARK CHOCOLATE, CARAMEL & MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
234,12119,"ORIGINAL COCO ROLLS, ORIGINAL",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
235,12120,"PEANUT CHOCOLATE CANDIES, PEANUT",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
236,12121,"CINNAMON ROLL BARS, CINNAMON ROLL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
237,12123,STRAWBERRY CITRUS CAFFEINE SPARKLING WITH ANTIOXIDANTS AND VITAMINS,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
238,12124,"LIMONATA SPARKLING LEMON BEVERAGE WITH 16% LEMON JUICE FROM CONCENTRATE WITH MINT EXTRACT, LIMONATA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
239,12128,"LARGE WHITE BREAD, LARGE WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
240,12129,"SANTA CRUZ SOURDOUGH TWIN PACK ROUND BREAD LOAVES, SANTA CRUZ SOURDOUGH",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
241,12132,"ORGANIC RIP'S POWER-UP BOWL ORIGINAL HOT CEREAL, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
242,12134,REDUCED FAT & SODIUM POPCORN,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
243,12135,SKIM FAT FREE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
244,12137,"THICK & CHUNKY MEDIUM SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
245,12138,"SEA SALT RIPPLED POTATO CHIPS, SEA SALT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
246,12139,"VANILLA BEAN ICE CREAM, VANILLA BEAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
247,12143,"PEANUT BUTTER COCONUT CHOCOLATE PROTEIN BAR, PEANUT BUTTER COCONUT CHOCOLATE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
248,12147,"CHERRY SNACK SIZE FRUIT PIES, CHERRY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
249,12150,"SPARKLING WATER WITH CHERRY ESSENCE, CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
250,12155,"MAPLE INSTANT! OATMEAL, MAPLE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
251,12156,PICKLED BEETS & ONIONS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
252,12161,"RAW SHARP CHEDDAR CHEESE, RAW SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
253,12164,"KAMEDA CRISPS, SAVORY RICE SNACK",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
254,12165,"SWEET & SOUR HARVARD BEETS, SWEET & SOUR",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
255,12166,SLICED PICKLED BEETS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
256,12168,"SWEET & SOUR RED CABBAGE, SWEET & SOUR",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
257,12169,"CRANBERRY WALNUT SALAD BABY LETTUCES & BABY GREENS BLEND, FETA CHEESE, FLATBREAD CHIPS, DRIED CRANBERRIES, CANDIED WALNUTS, AND RASPBERRY VINAIGRETTE CAFE BOWL, CRANBERRY WALNUT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
258,12170,"PEANUT BUTTER REDUCE FAT ICE CREAM WITH CHOCOLATE, PEANUT BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
259,12175,"PRUNE 100% JUICE, PRUNE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
260,12176,"DARK CHOCOLATE PEANUT BUTTER CUPS, DARK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
261,12177,"LAVENDER SHORTBREAD, LAVENDER",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
262,12178,"LIMONATA SPARKLING LEMON BEVERAGE WITH 16% LEMON JUICE FROM CONCENTRATE, LIMONATA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
263,12180,"ORGANIC ROASTED CORN, ROASTED",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
264,12181,"CAFFEINE FREE GRAPE SODA, GRAPE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
265,12182,"DR. WOW, SODA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
266,12185,"CHERRY PUNCH SOFT & CHEWY ROPES CANDY, CHERRY PUNCH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
267,12189,"CHERRY, RASPBERRY, WATERMELON, ORANGE, PINEAPPLE HARD CANDY, CHERRY, RASPBERRY, WATERMELON, ORANGE, PINEAPPLE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
268,12190,WHOLE PICKLED BABY BEETS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
269,12195,2% REDUCED FAT MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
270,12196,"MILD CHEDDAR SHREDDED CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
271,12197,"CHILI SEASONING MIX, CHILI",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Herbs/Spices - Dried
272,12198,"WHEAT DINNER ROLLS, WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
273,12210,"ENERGY BLEND EDAMAME, FLAVOR INFUSED CRANBERRIES, ALMONDS & PUMPKIN SEEDS, ENERGY BLEND",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
274,12223,"ENRICHED MACARONI PRODUCT, BOW TIES",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
275,12226,ORGANIC EDAMAME SPAGHETTI,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
276,12227,ORGANIC EDAMAME FETTUCCINE,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
277,12228,"TURKEY SAUSAGE SNACK STICKS, TURKEY",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
278,12232,"BUTTERNUT SQUASH RAVIOLI, BUTTERNUT SQUASH",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
