id,segment,family,class,brick,product_name
243,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,cheese tortellini pasta
244,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,mint chip reduced fat ice cream mint chip
245,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,cranberry blackberry juice drink from concentrate cranberry blackberry
246,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,original orange no pulp juice from concentrate original orange
247,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,toasted cinnamon squares sweetened whole wheat and rice cereal with cinnamon toasted cinnamon squares
248,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,cookies n cream vanilla light ice cream cookies n cream
249,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,orange mango flavored juice beverage orange mango
250,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,brown butter salted caramel light ice cream brown butter salted caramel
251,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery chocolate,milk chocolate eggs milk chocolate
252,food beverage,bread bakery products,bread bakery products,bread perishable,whole grain bread whole grain
253,food beverage,bread bakery products,bread bakery products,bread perishable,whole grain bread whole grain
254,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,enriched macaroni product fettuccine
255,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery non chocolate,marshmallow chicks marshmallow
256,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,vanilla graham swirl light ice cream vanilla graham swirl
257,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,durum wheat semolina macaroni product farfalle
258,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,enriched macaroni product large elbows
259,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,organic millet flax
260,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery chocolate,blackberry with acai dark chocolate blackberry with acai
261,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery chocolate,natural dark chocolate with cranberries orange cinnamon natural flavor
262,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery chocolate,cinnamon cayenne cherries dark chocolate cocoa chocolate bar cinnamon cayenne cherries dark chocolate
263,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,cheddar peppers organic sprouted risotto cheddar peppers
264,food beverage,prepared preserved foods,prepared preserved foods liquid sauce soup,sauce ready to eat shelf stable,la preferida organic salsa medium medium
265,food beverage,fruits vegetables nuts seeds prepared processed,vegetables prepared processed,vegetables prepared processed shelf stable,sweet potato kettle classics chips sweet potato
266,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,ying yang asian seafood sprinkles
267,food beverage,bread bakery products,bread bakery products,bread perishable,onion buns
268,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,apple cinnamon instant oatmeal apple cinnamon
269,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,raisin sprouted flourless flake cereal raisin
270,food beverage,fruits vegetables nuts seeds prepared processed,nuts seeds prepared processed,nuts seeds prepared processed shelf stable,almond pecan crunch lightly sweetened nut clusters with almonds pecans and cashews almond pecan crunch
271,food beverage,confectionery sugar sweetening products,confectionery sugar sweetening products,confectionery non chocolate,oopsy daisy
272,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,fusilli gluten free pasta fusilli
273,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,honey grahams sweetened whole grain wheat and corn cereal honey grahams
274,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,chocolate chip cookie almond flour mix chocolate chip cookie
275,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,organic sandwich cookies vanilla cupcake vanilla cupcake
276,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,tennessee smokehouse bbq rub
277,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,original unseasoned tenderizer original
278,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,lemon pepper seasoning salt lemon pepper
279,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,brown sugar bourbon minute marinade brown sugar bourbon
280,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,carne asada seasoning carne asada
281,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,old bay lemon herb seasoning
282,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,extra crispy seasoned chicken fry mix extra crispy
283,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,roasted garlic sauteed onion flavored sauce mix ins steakhouse burgers roasted garlic sauteed onion
284,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,mild taco seasoning mix mild taco
285,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,pork rub pork
286,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,chicken tikka masala mild seasoning mix chicken tikka masala
287,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,french onion dip seasoning mix french onion dip
288,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,montreal steak minute marinade montreal steak
289,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,southwest sweet n smoky seasoning southwest sweet n smoky
290,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,meat marinade seasoning mix meat marinade
291,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,chicken taco spices seasonings mix chicken taco
292,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,adobo seasoning with pepper pepper
293,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,mojito lime seasoning mojito lime
294,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,fajitas spices seasonings mix fajitas
295,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,vegetable dip seasoning mix vegetable dip
